;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;
UCA_2201;Costa Rica;;;;;;;;;;;;;;;;;;;;;;;;;;;
CLM_1723;Andagoya Canal;;;;;;;;;;;;;;;;;;;;;;;;;;;
ECU_2279;Ecuador;;;;;;;;;;;;;;;;;;;;;;;;;;;
ECU_2285;Galapagos Islands;;;;;;;;;;;;;;;;;;;;;;;;;;;
SWE_329;Vastra Götaland;;;;;;;;;;;;;;;;;;;;;;;;;;;
SWE_318;Norrland;;;;;;;;;;;;;;;;;;;;;;;;;;;
SCA_345;Western Finland;;;;;;;;;;;;;;;;;;;;;;;;;;;
SWE_322;Svealand;;;;;;;;;;;;;;;;;;;;;;;;;;;
SIC_763;Sicily;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRE_826;Ionian Islands;;;;;;;;;;;;;;;;;;;;;;;;;;;
VEN_848;Crete;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRE_840;Peloponnese;;;;;;;;;;;;;;;;;;;;;;;;;;;
TUR_853;Albania;;;;;;;;;;;;;;;;;;;;;;;;;;;
TUR_788;Herzegovina;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOS_783;Bosnia;;;;;;;;;;;;;;;;;;;;;;;;;;;
AUS_657;Southern Transylvania;;;;;;;;;;;;;;;;;;;;;;;;;;;
HAW_658;Hawaiian Islands;;;;;;;;;;;;;;;;;;;;;;;;;;;
AUS_654;Northern Transylvania;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOL_673;Moldavia;;;;;;;;;;;;;;;;;;;;;;;;;;;
WAL_665;Wallachia;;;;;;;;;;;;;;;;;;;;;;;;;;;
SPA_474;Galicia;;;;;;;;;;;;;;;;;;;;;;;;;;;
SPA_477;León-Castilla;;;;;;;;;;;;;;;;;;;;;;;;;;;
SPA_492;Aragón;;;;;;;;;;;;;;;;;;;;;;;;;;;
ESK_1;Euskadia;;;;;;;;;;;;;;;;;;;;;;;;;;;
SPA_498;Catalonia;;;;;;;;;;;;;;;;;;;;;;;;;;;
ENG_2509;Motu Pari;;;;;;;;;;;;;;;;;;;;;;;;;;;
ENG_2513;Motu Timu;;;;;;;;;;;;;;;;;;;;;;;;;;;
SPA_2517;Micronesia;;;;;;;;;;;;;;;;;;;;;;;;;;;
ENG_1321;Selon;;;;;;;;;;;;;;;;;;;;;;;;;;;
OMA_1166;Oman;;;;;;;;;;;;;;;;;;;;;;;;;;;
ABU_1162;Abu Dhabi;;;;;;;;;;;;;;;;;;;;;;;;;;;
YEM_1173;Yemen;;;;;;;;;;;;;;;;;;;;;;;;;;;
HDJ_1151;Hedjaz;;;;;;;;;;;;;;;;;;;;;;;;;;;
TUN_1726;Tunisia;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRA_1879;Guinea;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRA_1880;Timba;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRA_1907;Gold Coast;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRA_1914;Togo;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRA_1919;Dahomey;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRA_1972;Ntumu;;;;;;;;;;;;;;;;;;;;;;;;;;;
ENG_2074;Botswana;;;;;;;;;;;;;;;;;;;;;;;;;;;
ENG_2014;Zambia;;;;;;;;;;;;;;;;;;;;;;;;;;;
SIA_1366;Khmer;;;;;;;;;;;;;;;;;;;;;;;;;;;
SAR_466;Savoie;;;;;;;;;;;;;;;;;;;;;;;;;;;
ENG_1887;Kpelle;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOD_739;Emilia;;;;;;;;;;;;;;;;;;;;;;;;;;;
TUS_744;Toscana;;;;;;;;;;;;;;;;;;;;;;;;;;;
PAP_741;Romagna;;;;;;;;;;;;;;;;;;;;;;;;;;;
PAP_752;Lazio;;;;;;;;;;;;;;;;;;;;;;;;;;;
MEX_103;Terras Vermelhas;;;;;;;;;;;;;;;;;;;;;;;;;;;
MEX_2138;Santa Catarina;;;;;;;;;;;;;;;;;;;;;;;;;;;
MEX_90;California;;;;;;;;;;;;;;;;;;;;;;;;;;;
MEX_2142;Tejas;;;;;;;;;;;;;;;;;;;;;;;;;;;
MEX_2146;Nuevo León;;;;;;;;;;;;;;;;;;;;;;;;;;;
MEX_2151;Durango;;;;;;;;;;;;;;;;;;;;;;;;;;;
MEX_2183;Yucatán;;;;;;;;;;;;;;;;;;;;;;;;;;;
MEX_2161;Jalisco;;;;;;;;;;;;;;;;;;;;;;;;;;;
MEX_2173;Zacatecas;;;;;;;;;;;;;;;;;;;;;;;;;;;
ENG_1979;Guiana;;;;;;;;;;;;;;;;;;;;;;;;;;;
VNZ_2234;Zulia;;;;;;;;;;;;;;;;;;;;;;;;;;;
VNZ_2265;Miranda;;;;;;;;;;;;;;;;;;;;;;;;;;;
VNZ_2278;Bolívar;;;;;;;;;;;;;;;;;;;;;;;;;;;
CLM_2251;Antioquía;;;;;;;;;;;;;;;;;;;;;;;;;;;
CLM_2262;Guaviare;;;;;;;;;;;;;;;;;;;;;;;;;;;
CLM_2247;Cundinamarca;;;;;;;;;;;;;;;;;;;;;;;;;;;
PEU_2289;Pastaza;;;;;;;;;;;;;;;;;;;;;;;;;;;
PEU_2291;Cajamarca;;;;;;;;;;;;;;;;;;;;;;;;;;;
PEU_2300;Lima;;;;;;;;;;;;;;;;;;;;;;;;;;;
PEU_2297;Cuzco;;;;;;;;;;;;;;;;;;;;;;;;;;;
BRZ_2408;Pará;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARG_2387;Catamarca;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARG_2368;Tilcara;;;;;;;;;;;;;;;;;;;;;;;;;;;
CHL_2322;Antisuyu;;;;;;;;;;;;;;;;;;;;;;;;;;;
ENG_2132;Atlantic Islands;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOR_1696;West Sahara;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOR_1694;Agadir;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALD_1704;Oran;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALD_1714;West Central Sahara;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALD_1718;East Central Sahara;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRA_1700;Constantine;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALD_1708;Tuggurt;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRI_1743;Tripolitania;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRI_1741;Murzuk;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRI_1739;Northern Chad;;;;;;;;;;;;;;;;;;;;;;;;;;;
EGY_1754;Cyrenaica;;;;;;;;;;;;;;;;;;;;;;;;;;;
EGY_1750;Lower Egypt;;;;;;;;;;;;;;;;;;;;;;;;;;;
EGY_1746;Sinai;;;;;;;;;;;;;;;;;;;;;;;;;;;
EGY_1755;Suez Canal;;;;;;;;;;;;;;;;;;;;;;;;;;;
EGY_1838;Kordofan;;;;;;;;;;;;;;;;;;;;;;;;;;;
EGY_1842;Darfur;;;;;;;;;;;;;;;;;;;;;;;;;;;
POR_1999;Coast of Angola;;;;;;;;;;;;;;;;;;;;;;;;;;;
POR_2003;South Angola;;;;;;;;;;;;;;;;;;;;;;;;;;;
POR_2006;East Angola;;;;;;;;;;;;;;;;;;;;;;;;;;;
POR_2049;Nieuw Vlaanderen;;;;;;;;;;;;;;;;;;;;;;;;;;;
POR_2060;Makua;;;;;;;;;;;;;;;;;;;;;;;;;;;
ENG_2096;Oost Kaap;;;;;;;;;;;;;;;;;;;;;;;;;;;
ENG_2087;Province du Cap;;;;;;;;;;;;;;;;;;;;;;;;;;;
ENG_2092;Trans-Oranje;;;;;;;;;;;;;;;;;;;;;;;;;;;
ENG_2097;Ylnerdam;;;;;;;;;;;;;;;;;;;;;;;;;;;
ENG_301;South East England;;;;;;;;;;;;;;;;;;;;;;;;;;;
ENG_296;South West England;;;;;;;;;;;;;;;;;;;;;;;;;;;
ENG_277;Lancastre;;;;;;;;;;;;;;;;;;;;;;;;;;;
ENG_273;Wales;;;;;;;;;;;;;;;;;;;;;;;;;;;
ENG_280;Yorkshire;;;;;;;;;;;;;;;;;;;;;;;;;;;
ENG_266;Highlands;;;;;;;;;;;;;;;;;;;;;;;;;;;
ENG_284;Midlands;;;;;;;;;;;;;;;;;;;;;;;;;;;
ENG_291;Eastern Counties;;;;;;;;;;;;;;;;;;;;;;;;;;;
ENG_271;Lowlands;;;;;;;;;;;;;;;;;;;;;;;;;;;
ENG_254;Ulster;;;;;;;;;;;;;;;;;;;;;;;;;;;
ENG_260;Munster;;;;;;;;;;;;;;;;;;;;;;;;;;;
ENG_263;Leinster;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRA_461;Occitanie;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRA_451;Rhone;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRA_435;Loire;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRA_399;Pas de Calais;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRA_467;Provence;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRA_412;Alsace;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRA_418;Normandie;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRA_442;Poitou;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRA_455;Le Midi;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRA_445;Limousin;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRA_420;Bretagne;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRA_428;Bourgogne;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRA_404;Champagne;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRA_411;Lorraine;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRA_448;Auvergne;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRA_458;Aquitaine;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRA_438;Region Centre;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRA_425;Ile de France;;;;;;;;;;;;;;;;;;;;;;;;;;;
HAM_528;Hanover;;;;;;;;;;;;;;;;;;;;;;;;;;;
POR_518;Douro;;;;;;;;;;;;;;;;;;;;;;;;;;;
POR_521;Estremadura;;;;;;;;;;;;;;;;;;;;;;;;;;;
POR_525;Alentejo;;;;;;;;;;;;;;;;;;;;;;;;;;;
POR_2134;Macaronesia;;;;;;;;;;;;;;;;;;;;;;;;;;;
SPA_513;Granada;;;;;;;;;;;;;;;;;;;;;;;;;;;
SPA_512;Andalucía;;;;;;;;;;;;;;;;;;;;;;;;;;;
SPA_484;Extremadura;;;;;;;;;;;;;;;;;;;;;;;;;;;
SPA_503;Valencia;;;;;;;;;;;;;;;;;;;;;;;;;;;
SPA_487;Castilla la Nueva;;;;;;;;;;;;;;;;;;;;;;;;;;;
BEL_394;Wallonie;;;;;;;;;;;;;;;;;;;;;;;;;;;
BEL_395;Luxembourg;;;;;;;;;;;;;;;;;;;;;;;;;;;
BEL_387;Flandres;;;;;;;;;;;;;;;;;;;;;;;;;;;
NET_375;Holland;;;;;;;;;;;;;;;;;;;;;;;;;;;
NET_385;Friesland;;;;;;;;;;;;;;;;;;;;;;;;;;;
NET_381;Gelderland;;;;;;;;;;;;;;;;;;;;;;;;;;;
DEN_367;Jylland;;;;;;;;;;;;;;;;;;;;;;;;;;;
DEN_372;Sjaelland;;;;;;;;;;;;;;;;;;;;;;;;;;;
DEN_334;Skane;;;;;;;;;;;;;;;;;;;;;;;;;;;
SWE_309;Vestlandet;;;;;;;;;;;;;;;;;;;;;;;;;;;
SWE_313;Ostlandet;;;;;;;;;;;;;;;;;;;;;;;;;;;
SWI_605;Switzerland;;;;;;;;;;;;;;;;;;;;;;;;;;;
ENG_2228;Lesser Antilles;;;;;;;;;;;;;;;;;;;;;;;;;;;
MUG_3;Malwa;;;;;;;;;;;;;;;;;;;;;;;;;;;
ENG_1251;South Bengal;;;;;;;;;;;;;;;;;;;;;;;;;;;
ENG_1252;North Bengal;;;;;;;;;;;;;;;;;;;;;;;;;;;
ENG_1258;Assam;;;;;;;;;;;;;;;;;;;;;;;;;;;
MUG_1;Awadh;;;;;;;;;;;;;;;;;;;;;;;;;;;
MUG_2;Allahabad;;;;;;;;;;;;;;;;;;;;;;;;;;;
NET_1426;Lanfang;;;;;;;;;;;;;;;;;;;;;;;;;;;
BAL_1446;Timor;;;;;;;;;;;;;;;;;;;;;;;;;;;
SPA_1463;Mindanao;;;;;;;;;;;;;;;;;;;;;;;;;;;
SPA_1455;Lusong;;;;;;;;;;;;;;;;;;;;;;;;;;;
SPA_1459;Visayas;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRE_834;Attica;;;;;;;;;;;;;;;;;;;;;;;;;;;
TUR_806;North Macedonia;;;;;;;;;;;;;;;;;;;;;;;;;;;
TUR_819;West Macedonia;;;;;;;;;;;;;;;;;;;;;;;;;;;
TUR_832;Thessalía;;;;;;;;;;;;;;;;;;;;;;;;;;;
TUR_805;East Macedonia;;;;;;;;;;;;;;;;;;;;;;;;;;;
TUR_809;Rumelia;;;;;;;;;;;;;;;;;;;;;;;;;;;
TUR_810;Bulgaria;;;;;;;;;;;;;;;;;;;;;;;;;;;
TUR_674;Dobrudja;;;;;;;;;;;;;;;;;;;;;;;;;;;
ENG_1868;Somalia;;;;;;;;;;;;;;;;;;;;;;;;;;;
ETH_1874;Adal;;;;;;;;;;;;;;;;;;;;;;;;;;;
ENG_2083;Namaqualand;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRQ_2081;Noordland;;;;;;;;;;;;;;;;;;;;;;;;;;;
ENG_2024;Kirinyasu;;;;;;;;;;;;;;;;;;;;;;;;;;;
ENG_2026;Kisumu;;;;;;;;;;;;;;;;;;;;;;;;;;;
ENG_1825;Abeche;;;;;;;;;;;;;;;;;;;;;;;;;;;
ENG_1818;Maroua;;;;;;;;;;;;;;;;;;;;;;;;;;;
ENG_2039;Kilwa;;;;;;;;;;;;;;;;;;;;;;;;;;;
BCH_1;Tabora;;;;;;;;;;;;;;;;;;;;;;;;;;;
ENG_2029;Zanzibar;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRA_1775;Mauritanian Coast;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRA_1780;Inner Mauritania;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRA_1803;Mali;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRA_1930;Kogi;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRA_1923;Ife;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRA_1813;Niger;;;;;;;;;;;;;;;;;;;;;;;;;;;
BEL_1987;Katanga;;;;;;;;;;;;;;;;;;;;;;;;;;;
BEL_1990;Congo Orientale;;;;;;;;;;;;;;;;;;;;;;;;;;;
BEL_1984;Kasai;;;;;;;;;;;;;;;;;;;;;;;;;;;
BEL_1977;Bas-Congo;;;;;;;;;;;;;;;;;;;;;;;;;;;
BEL_1992;Equateur;;;;;;;;;;;;;;;;;;;;;;;;;;;
ENG_2019;Uganda;;;;;;;;;;;;;;;;;;;;;;;;;;;
ENG_1960;North Cameroon;;;;;;;;;;;;;;;;;;;;;;;;;;;
ENG_1956;South Cameroon;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRA_1978;Congo;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRA_1892;Gyaaman;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRA_1783;Senegal;;;;;;;;;;;;;;;;;;;;;;;;;;;
VEN_1784;Dakar;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRA_1788;Gambia;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRA_1884;Sierra Leone;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORA_2103;Vrystaat;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRN_2108;Transvaal;;;;;;;;;;;;;;;;;;;;;;;;;;;
AST_2543;Samoa;;;;;;;;;;;;;;;;;;;;;;;;;;;
AST_2527;Kiribati;;;;;;;;;;;;;;;;;;;;;;;;;;;
AST_2529;Papua New Guinea;;;;;;;;;;;;;;;;;;;;;;;;;;;
AST_2454;Fiji;;;;;;;;;;;;;;;;;;;;;;;;;;;
AST_2244;Islas Cocos y de Navidad;;;;;;;;;;;;;;;;;;;;;;;;;;;
EGY_910;Transjordan;;;;;;;;;;;;;;;;;;;;;;;;;;;
EGY_921;Palestine;;;;;;;;;;;;;;;;;;;;;;;;;;;
EGY_915;Lebanon;;;;;;;;;;;;;;;;;;;;;;;;;;;
EGY_903;Syria;;;;;;;;;;;;;;;;;;;;;;;;;;;
TUR_931;Iraq;;;;;;;;;;;;;;;;;;;;;;;;;;;
TUR_935;al-Basrah;;;;;;;;;;;;;;;;;;;;;;;;;;;
TUR_923;South Kurdistan;;;;;;;;;;;;;;;;;;;;;;;;;;;
RUS_1098;Armenia;;;;;;;;;;;;;;;;;;;;;;;;;;;
RUS_1102;Azerbaijan;;;;;;;;;;;;;;;;;;;;;;;;;;;
RUS_1090;Georgia;;;;;;;;;;;;;;;;;;;;;;;;;;;
GEO_1;Phasis;;;;;;;;;;;;;;;;;;;;;;;;;;;
MON_2582;Montenegro;;;;;;;;;;;;;;;;;;;;;;;;;;;
SER_794;Northern Serbia;;;;;;;;;;;;;;;;;;;;;;;;;;;
TUR_803;Southern Serbia;;;;;;;;;;;;;;;;;;;;;;;;;;;
TUR_860;Constantinople;;;;;;;;;;;;;;;;;;;;;;;;;;;
TUR_859;Eastern Thrace;;;;;;;;;;;;;;;;;;;;;;;;;;;
TUR_863;Bithynia;;;;;;;;;;;;;;;;;;;;;;;;;;;
TUR_869;Asia Minor;;;;;;;;;;;;;;;;;;;;;;;;;;;
TUR_881;Pontus;;;;;;;;;;;;;;;;;;;;;;;;;;;
TUR_855;Cyprus;;;;;;;;;;;;;;;;;;;;;;;;;;;
EGY_843;Aegean Islands;;;;;;;;;;;;;;;;;;;;;;;;;;;
TUR_876;Anatolia;;;;;;;;;;;;;;;;;;;;;;;;;;;
AFG_1214;Western Afghanistan;;;;;;;;;;;;;;;;;;;;;;;;;;;
TUR_889;North Kurdistan;;;;;;;;;;;;;;;;;;;;;;;;;;;
TUR_885;Lesser Armenia;;;;;;;;;;;;;;;;;;;;;;;;;;;
AFG_1217;Kabul;;;;;;;;;;;;;;;;;;;;;;;;;;;
ANN_1379;Champa;;;;;;;;;;;;;;;;;;;;;;;;;;;
LUA_1356;Laos;;;;;;;;;;;;;;;;;;;;;;;;;;;
SIA_1355;Lanna;;;;;;;;;;;;;;;;;;;;;;;;;;;
SIA_1358;Isan;;;;;;;;;;;;;;;;;;;;;;;;;;;
JAP_1672;Oushu;;;;;;;;;;;;;;;;;;;;;;;;;;;
JAP_1649;Kantou;;;;;;;;;;;;;;;;;;;;;;;;;;;
JAP_1675;Toukai;;;;;;;;;;;;;;;;;;;;;;;;;;;
JAP_1655;Kinai;;;;;;;;;;;;;;;;;;;;;;;;;;;
JAP_1660;Kyushu;;;;;;;;;;;;;;;;;;;;;;;;;;;
CHI_1504;Guangxi;;;;;;;;;;;;;;;;;;;;;;;;;;;
CHI_1576;Shanxi;;;;;;;;;;;;;;;;;;;;;;;;;;;
CHI_2062;Shaanxi;;;;;;;;;;;;;;;;;;;;;;;;;;;
CHI_1490;Gansu-Ningxia;;;;;;;;;;;;;;;;;;;;;;;;;;;
CHI_1557;Qinghai;;;;;;;;;;;;;;;;;;;;;;;;;;;
CHI_1495;Western Guangdong;;;;;;;;;;;;;;;;;;;;;;;;;;;
CHI_1499;Hainan;;;;;;;;;;;;;;;;;;;;;;;;;;;
CHI_1529;Hunan;;;;;;;;;;;;;;;;;;;;;;;;;;;
CHI_2562;Formosa;;;;;;;;;;;;;;;;;;;;;;;;;;;
RUS_340;Eastern Finland;;;;;;;;;;;;;;;;;;;;;;;;;;;
